user;PR;comments;coments_review;commit;changed_files;add_lines;delete_lines
vermouthmjl;5084;16;22;10;15;67;6
jayflo;5091;12;4;2;3;6;5
hasancansaral;5277;7;2;1;9;41;29
hasancansaral;5102;5;3;3;1;1;0
kyu999;5116;3;0;0;0;0;0
merritts;5127;36;14;22;3;85;10
phdowling;5179;5;1;2;2;86;0
garbas;5208;5;0;0;0;0;0
garbas;5197;10;0;0;0;0;0
vstolbunov;5204;24;44;3;4;142;41
Clyde-fare;5260;9;9;1;6;67;8
terrytangyuan;5276;9;6;0;0;0;0
JohnBoersma;5345;10;16;15;1;67;33
sotlampr;5424;4;1;0;0;0;0
sotlampr;5366;2;0;0;0;0;0
Fenugreek;5370;6;0;7;3;214;88
ndv;5381;1;1;2;2;2945;1902
trianta2;5391;5;3;2;3;79;43
black-puppydog;5393;7;0;1;1;5;1
Kornel;7688;1;0;28;6;596;0
Kornel;5527;13;39;5;1;89;0
Kornel;5470;5;2;1;1;55;19
edublancas;5471;2;0;1;1;1;1
adijo;5476;8;13;3;1;14;6
jpopham91;5521;0;0;1;1;18;0
rsteca;5599;4;0;1;1;138;1
pradyu1993;5642;11;10;1;4;34;2
Sentient07;6144;12;12;3;1;53;2
Sentient07;6089;11;7;1;2;6;1
Sentient07;5763;1;0;1;1;2;1
Sentient07;5743;5;3;3;1;10;1
Sentient07;5707;1;9;3;1;8;3
alvations;5748;2;0;2;1;3;3
mkurnikov;5780;2;0;2;1;3;2
aakashjain;5788;0;0;1;2;3;3
lazarillo;5835;1;0;3;1;1;1
scottandrews;5849;2;0;1;1;123;123
rohanp;5883;27;17;1;23;836;786
SmedbergM;5889;12;2;1;3;23;8
lynochka;5894;1;0;9;7;211;63
r0fls;5951;1;0;1;1;4;1
EricFalkenberg;5952;0;0;0;0;0;0
kshitij10496;5960;15;2;0;0;0;0
chiragnagpal;6008;2;6;2;1;6;0
ysk24ok;6009;3;2;2;2;7;0
Burney222;6011;0;0;1;1;16;6
statwonk;6020;2;0;1;1;1;1
lvrzhn;6028;16;1;1;8;47;20
pmochkovitch;6039;17;3;5;3;122;5
malzantot;6057;2;0;0;0;0;0
suhkrish;6061;0;0;54;109;1968;984
doaa-altarawy;6093;13;0;10;2;41;19
doaa-altarawy;6092;6;0;1;2;180;86
samyhhu;6105;2;0;1;0;0;0
maciejgryka;6123;19;10;1;2;58;1
edwinENSAE;6155;11;1;2;1;4;12
jamiebull1;6159;0;0;1;3;2606;1882
RPGOne;6174;1;0;1;0;0;0
RPGOne;6171;0;0;6474;975;118401;445540
RPGOne;6170;1;0;1036;561;40051;471624
RPGOne;6167;1;0;1;0;0;0
mannby;6194;11;5;3;1;33;5
jarfa;6206;28;21;2;3;97;19
webdrone;6222;5;0;2;2;149;8
NielsZeilemaker;6223;2;0;1;2;168;106
vatsg;6291;2;0;1;1;5;1
danielhomola;6312;0;0;1;3;964;0
nvdv;7229;29;2;7;4;215;122
nvdv;6380;33;29;245;316;9868;4501
galdreiman;6405;1;0;1;1;214;0
unautre;6449;2;0;1;1;4;0
philipgura;6504;3;0;1;1;4;0
philipperemy;6506;2;0;0;0;0;0
jinified;6536;1;1;1;1;1;1
lizsz;6562;7;0;1;1;1;1
lizsz;6561;5;0;3;2;2;2
floriangeigl;6563;3;0;4;2;193;2
andrewshir;6582;3;6;1;2;23;3
DSLituiev;6597;0;0;2;2;233;2
lifuhuang;6612;8;0;1;1;2;2
harishsati;6642;1;0;82;140;3989;2385
joshlk;6662;8;0;2;1;80;1
mikkelam;6678;1;2;0;0;0;0
wangtianqi1993;6680;1;0;1037;564;28506;545934
EdwardBetts;6684;8;0;1;1;1;1
msoelch;6693;13;0;2;1;5;1
hongguangguo;6714;10;29;6;2;41;4
hongguangguo;6704;7;17;5;2;22;1
ercolanelli-leo;6710;10;0;0;0;0;0
vlad17;6720;1;0;1;1;18;4
tomtung;6741;7;0;1;1;11;13
AxeldeRomblay;6761;2;0;71;154;16675;9422
sagarkar10;6861;8;4;3;1;4;0
someuser89;6866;2;0;1;1;1;1
Chaitya62;6876;6;0;1;1;1;1
hangyao;6914;0;0;0;0;0;0
lucaskolstad;6916;0;0;1;1;6;6
ben519;6947;6;6;1;3;21;10
mtzl;6965;4;0;2;2;90;0
cvanwynsberghe;6991;1;0;4;3;249;27
chriskaschner;7010;7;0;5;4;15;15
adantra;7011;2;0;3;1;0;5
laegrim;7014;6;3;3;2;19;3
pambot;7022;2;3;1;1;4;7
eyc88;7026;18;13;5;2;107;33
fthomassy;7030;3;2;4;2;12;2
ministrike3;7036;6;0;0;0;0;0
ministrike3;7035;2;0;0;0;0;0
indianajensen;7166;11;20;18;3;49;5
indianajensen;7158;8;2;1;2;36;4
