"user";"PR";"comments";"coments_review";"commit";"changed_files";"add_lines";"delete_lines";"Did_CommitMerge"
"cassiozen";8437;2;0;1;1;3;0;FALSE
"cassiozen";4716;4;0;1;2;66;0;FALSE
"mohitbhatia1994";4717;1;0;1;1;5;5;FALSE
"SpencerCDixon";4726;2;0;1;1;0;3;FALSE
"luis709394";4743;0;0;33;37;665;99;TRUE
"flipactual";4768;2;0;0;0;0;0;FALSE
"8398a7";4802;3;2;1;1;2;0;TRUE
"demohi";4815;3;0;1;1;2;0;FALSE
"phillipalexander";4816;0;0;1;1;1;0;FALSE
"Jyrno42";5082;1;0;1;3;4;2;FALSE
"Jyrno42";4828;1;0;1;4;129;0;FALSE
"wesbos";4849;3;0;1;1;1;1;FALSE
"cesine";4851;1;0;1;1;6;6;FALSE
"cgreening";4880;3;0;2;2;9;3;FALSE
"dorav";4955;1;0;0;0;0;0;FALSE
"davidmason";5022;1;0;2;2;47;11;FALSE
"davidmason";4968;16;0;2;2;47;11;FALSE
"joe-strummer";5009;1;0;2;1;2;2;FALSE
"eliudiaz";5035;1;0;288;720;142357;37570;TRUE
"beckiechoi";5037;4;0;1;1;8;6;FALSE
"xelad1";5049;6;0;2;1;1;1;TRUE
"loganhenson";5099;2;1;0;0;0;0;FALSE
"loganhenson";5098;1;1;0;0;0;0;FALSE
"kopijunkie";5114;1;0;1;1;1;1;FALSE
"vnovick";5145;2;0;5;9;578;3;FALSE
"line-o";5191;4;0;1;1;1;0;FALSE
"Prowindy";5206;1;0;1;1;2;0;FALSE
"iuriikozuliak";5210;8;0;1;1;2;0;FALSE
"jadekler";5220;9;7;1;5;20;5;FALSE
"urbanvikingr";5224;6;0;0;0;0;0;FALSE
"dgdblank";5234;3;0;1;1;1;1;FALSE
"gontux";5239;3;0;2;1;2;2;FALSE
"59naga";5241;1;0;1;1;6;6;FALSE
"neelance";5247;14;0;0;0;0;0;FALSE
"romainneutron";5257;13;0;1;6;7;7;FALSE
"nottoseethesun";5276;3;0;1;1;1;1;FALSE
"williamle8300";5294;5;0;1;1;3;5;FALSE
"williamle8300";5281;4;0;1;1;1;1;FALSE
"lukebayes";5283;0;0;1;1;2;2;FALSE
"iredelmeier";5299;3;0;1;2;61;1;FALSE
"koulmomo";5333;4;0;1;1;4;0;FALSE
"krainboltgreene";5357;3;0;1;1;2;2;FALSE
"bcomnes";5374;2;0;2;1;3;2;FALSE
"darul75";5389;4;0;1;2;2;4;FALSE
"frzng";5398;3;0;0;0;0;0;FALSE
"jdlehman";6361;8;4;1;4;76;5;FALSE
"jdlehman";5408;16;0;1;4;72;15;FALSE
"Agrosis";5418;18;0;1;1;9;0;FALSE
"ramiruhayel";5437;5;3;2;1;12;14;FALSE
"svgpath";5449;4;0;1;1;3;2;FALSE
"remojansen";5454;7;0;0;0;0;0;FALSE
"neridonk";5470;2;0;1;1;1;1;FALSE
"rppc";5615;1;0;1;1;12;1;FALSE
"rppc";5476;22;7;7;3;37;0;FALSE
"rppc";5475;8;0;250;3;52;7;FALSE
"rppc";5474;1;0;249;121;60535;7;FALSE
"mihaialexe";5480;0;0;86;145;12865;1077;TRUE
"handoing";5488;2;0;312;783;173403;37570;TRUE
"ParanormalCoder";6792;2;0;4;6;8;8;FALSE
"ParanormalCoder";5498;5;0;1;1;3;3;FALSE
"justanman";5514;2;0;0;0;0;0;FALSE
"hoodwink73";5521;4;0;0;0;0;0;FALSE
"XeeD";5530;2;0;1;2;41;0;FALSE
"XeeD";5528;8;0;1;2;22;2;FALSE
"jansedivy";5529;7;0;1;1;68;0;FALSE
"oguzzkilic";5557;4;0;3;3;10;10;FALSE
"shuaibiyy";5569;3;1;1;2;24;1;FALSE
"3den";5574;4;0;2;4;81;0;FALSE
"tombigel";5613;2;0;1;1;1;0;FALSE
"dompuiu";5621;6;0;0;0;0;0;FALSE
"stefk";5628;12;0;2;2;42;11;FALSE
"mmorearty";5629;3;0;1;1;10;0;FALSE
"jgatjens";5633;3;1;1;1;1;1;FALSE
"wcollar";5636;3;0;1;1;3;1;FALSE
"bouk";5642;2;0;1;3;23;7;FALSE
"booleanhunter";5647;9;1;2;1;69;0;FALSE
"vasanthk";5851;3;0;0;0;0;0;FALSE
"vasanthk";5657;2;0;0;0;0;0;FALSE
"hayesgm";5680;36;15;2;6;234;113;FALSE
"hayesgm";5666;4;1;1;3;72;4;FALSE
"tgandrews";5685;13;22;4;1;59;4;FALSE
"adnasa";5691;4;0;1;1;12;2;FALSE
"zz42466";5722;2;0;1;0;0;0;FALSE
"meghprkh";5727;7;0;1;1;2;0;FALSE
"dallonf";5740;3;0;1;1;2;0;FALSE
"TimeBandit";5758;2;4;1;1;1;1;FALSE
"kidwm";5764;3;0;1;3;10;0;FALSE
"atilacamurca";5774;6;0;1;1;1;1;FALSE
"Gaumigais";5795;1;0;167;226;20817;1870;TRUE
"amelierosser";5797;3;0;0;0;0;0;FALSE
"esgy";5808;3;0;1;1;2;1;FALSE
"Eruditious";5820;3;0;0;0;0;0;FALSE
